"league_id","fixture_id","update","odd_type","side","odd","cet_curr_time"
129,830366,"2022-04-02T12:01:39+00:00","Match Winner","Home","2.80","2022-04-02 14:17:43"
129,830366,"2022-04-02T12:01:39+00:00","Match Winner","Draw","2.80","2022-04-02 14:17:43"
129,830366,"2022-04-02T12:01:39+00:00","Match Winner","Away","3.00","2022-04-02 14:17:43"
129,830366,"2022-04-02T12:01:39+00:00","Corners Over Under","Over 9.5","1.90","2022-04-02 14:17:43"
129,830366,"2022-04-02T12:01:39+00:00","Corners Over Under","Under 9.5","1.80","2022-04-02 14:17:43"
129,830369,"2022-04-02T12:01:39+00:00","Match Winner","Home","2.80","2022-04-02 14:17:44"
129,830369,"2022-04-02T12:01:39+00:00","Match Winner","Draw","2.80","2022-04-02 14:17:44"
129,830369,"2022-04-02T12:01:39+00:00","Match Winner","Away","2.90","2022-04-02 14:17:44"
129,830369,"2022-04-02T12:01:39+00:00","Corners Over Under","Over 9.5","1.83","2022-04-02 14:17:44"
129,830369,"2022-04-02T12:01:39+00:00","Corners Over Under","Under 9.5","1.83","2022-04-02 14:17:44"
129,830360,"2022-04-02T12:01:39+00:00","Match Winner","Home","1.95","2022-04-02 14:17:45"
129,830360,"2022-04-02T12:01:39+00:00","Match Winner","Draw","3.60","2022-04-02 14:17:45"
129,830360,"2022-04-02T12:01:39+00:00","Match Winner","Away","3.80","2022-04-02 14:17:45"
129,830360,"2022-04-02T12:01:39+00:00","Corners Over Under","Over 9.5","2.10","2022-04-02 14:17:45"
129,830360,"2022-04-02T12:01:39+00:00","Corners Over Under","Under 9.5","1.66","2022-04-02 14:17:45"
129,830362,"2022-04-01T16:01:52+00:00","Match Winner","Home","2.05","2022-04-02 14:17:46"
129,830362,"2022-04-01T16:01:52+00:00","Match Winner","Draw","3.00","2022-04-02 14:17:46"
129,830362,"2022-04-01T16:01:52+00:00","Match Winner","Away","4.33","2022-04-02 14:17:46"
129,830362,"2022-04-01T16:01:52+00:00","Corners Over Under","Over 8.5","1.72","2022-04-02 14:17:46"
129,830362,"2022-04-01T16:01:52+00:00","Corners Over Under","Under 8.5","2.00","2022-04-02 14:17:46"
129,830370,"2022-04-02T00:01:38+00:00","Match Winner","Home","1.70","2022-04-02 14:17:46"
129,830370,"2022-04-02T00:01:38+00:00","Match Winner","Draw","3.50","2022-04-02 14:17:46"
129,830370,"2022-04-02T00:01:38+00:00","Match Winner","Away","5.50","2022-04-02 14:17:46"
129,830367,"2022-04-02T00:01:38+00:00","Match Winner","Home","3.00","2022-04-02 14:17:47"
129,830367,"2022-04-02T00:01:38+00:00","Match Winner","Draw","2.87","2022-04-02 14:17:47"
129,830367,"2022-04-02T00:01:38+00:00","Match Winner","Away","2.70","2022-04-02 14:17:47"
128,831766,"2022-04-02T12:01:39+00:00","Match Winner","Home","1.60","2022-04-02 14:17:48"
128,831766,"2022-04-02T12:01:39+00:00","Match Winner","Draw","3.80","2022-04-02 14:17:48"
128,831766,"2022-04-02T12:01:39+00:00","Match Winner","Away","6.00","2022-04-02 14:17:48"
128,831766,"2022-04-02T12:01:39+00:00","Corners Over Under","Over 10.5","2.00","2022-04-02 14:17:48"
128,831766,"2022-04-02T12:01:39+00:00","Corners Over Under","Under 10.5","1.72","2022-04-02 14:17:48"
128,831769,"2022-04-02T12:01:39+00:00","Match Winner","Home","2.05","2022-04-02 14:17:49"
128,831769,"2022-04-02T12:01:39+00:00","Match Winner","Draw","3.20","2022-04-02 14:17:49"
128,831769,"2022-04-02T12:01:39+00:00","Match Winner","Away","4.00","2022-04-02 14:17:49"
128,831769,"2022-04-02T12:01:39+00:00","Corners Over Under","Over 9.5","1.83","2022-04-02 14:17:49"
128,831769,"2022-04-02T12:01:39+00:00","Corners Over Under","Under 9.5","1.83","2022-04-02 14:17:49"
128,831771,"2022-04-02T12:01:39+00:00","Match Winner","Home","2.30","2022-04-02 14:17:50"
128,831771,"2022-04-02T12:01:39+00:00","Match Winner","Draw","3.10","2022-04-02 14:17:50"
128,831771,"2022-04-02T12:01:39+00:00","Match Winner","Away","3.30","2022-04-02 14:17:50"
128,831771,"2022-04-02T12:01:39+00:00","Corners Over Under","Over 9.5","1.72","2022-04-02 14:17:50"
128,831771,"2022-04-02T12:01:39+00:00","Corners Over Under","Under 9.5","2.00","2022-04-02 14:17:50"
128,831763,"2022-04-02T12:01:39+00:00","Match Winner","Home","4.50","2022-04-02 14:17:51"
128,831763,"2022-04-02T12:01:39+00:00","Match Winner","Draw","3.60","2022-04-02 14:17:51"
128,831763,"2022-04-02T12:01:39+00:00","Match Winner","Away","1.80","2022-04-02 14:17:51"
128,831763,"2022-04-02T12:01:39+00:00","Corners Over Under","Over 9.5","1.72","2022-04-02 14:17:51"
128,831763,"2022-04-02T12:01:39+00:00","Corners Over Under","Under 9.5","2.00","2022-04-02 14:17:51"
128,831762,"2022-04-02T00:01:38+00:00","Match Winner","Home","3.00","2022-04-02 14:17:52"
128,831762,"2022-04-02T00:01:38+00:00","Match Winner","Draw","3.00","2022-04-02 14:17:52"
128,831762,"2022-04-02T00:01:38+00:00","Match Winner","Away","2.62","2022-04-02 14:17:52"
128,831762,"2022-04-02T00:01:38+00:00","Corners Over Under","Over 9.5","1.83","2022-04-02 14:17:52"
128,831762,"2022-04-02T00:01:38+00:00","Corners Over Under","Under 9.5","1.83","2022-04-02 14:17:52"
128,831773,"2022-04-02T00:01:38+00:00","Match Winner","Home","5.00","2022-04-02 14:17:53"
128,831773,"2022-04-02T00:01:38+00:00","Match Winner","Draw","3.25","2022-04-02 14:17:53"
128,831773,"2022-04-02T00:01:38+00:00","Match Winner","Away","1.83","2022-04-02 14:17:53"
128,831773,"2022-04-02T00:01:38+00:00","Corners Over Under","Over 9.5","1.72","2022-04-02 14:17:53"
128,831773,"2022-04-02T00:01:38+00:00","Corners Over Under","Under 9.5","2.00","2022-04-02 14:17:53"
219,718098,"2022-04-02T12:02:44+00:00","Match Winner","Home","4.75","2022-04-02 14:17:54"
219,718098,"2022-04-02T12:02:44+00:00","Match Winner","Draw","4.20","2022-04-02 14:17:54"
219,718098,"2022-04-02T12:02:44+00:00","Match Winner","Away","1.65","2022-04-02 14:17:54"
219,718098,"2022-04-02T12:02:44+00:00","Corners Over Under","Over 9.5","1.73","2022-04-02 14:17:54"
219,718098,"2022-04-02T12:02:44+00:00","Corners Over Under","Under 9.5","2.00","2022-04-02 14:17:54"
219,718098,"2022-04-02T12:02:44+00:00","Corners Over Under","Over 10","1.98","2022-04-02 14:17:54"
219,718098,"2022-04-02T12:02:44+00:00","Corners Over Under","Under 10","1.83","2022-04-02 14:17:54"
222,735664,"2022-04-02T12:02:46+00:00","Match Winner","Home","1.25","2022-04-02 14:17:55"
222,735664,"2022-04-02T12:02:46+00:00","Match Winner","Draw","6.00","2022-04-02 14:17:55"
222,735664,"2022-04-02T12:02:46+00:00","Match Winner","Away","9.50","2022-04-02 14:17:55"
222,735668,"2022-04-02T12:02:46+00:00","Match Winner","Home","1.85","2022-04-02 14:17:55"
222,735668,"2022-04-02T12:02:46+00:00","Match Winner","Draw","3.75","2022-04-02 14:17:55"
222,735668,"2022-04-02T12:02:46+00:00","Match Winner","Away","3.30","2022-04-02 14:17:55"
221,735322,"2022-04-02T12:02:46+00:00","Match Winner","Home","1.91","2022-04-02 14:17:55"
221,735322,"2022-04-02T12:02:46+00:00","Match Winner","Draw","4.33","2022-04-02 14:17:55"
221,735322,"2022-04-02T12:02:46+00:00","Match Winner","Away","2.80","2022-04-02 14:17:55"
221,735320,"2022-04-02T12:02:46+00:00","Match Winner","Home","1.67","2022-04-02 14:17:55"
221,735320,"2022-04-02T12:02:46+00:00","Match Winner","Draw","4.00","2022-04-02 14:17:55"
221,735320,"2022-04-02T12:02:46+00:00","Match Winner","Away","3.75","2022-04-02 14:17:55"
687,735985,"2022-04-02T12:02:46+00:00","Match Winner","Home","3.75","2022-04-02 14:17:56"
687,735985,"2022-04-02T12:02:46+00:00","Match Winner","Draw","4.33","2022-04-02 14:17:56"
687,735985,"2022-04-02T12:02:46+00:00","Match Winner","Away","1.62","2022-04-02 14:17:56"
687,735989,"2022-04-02T12:02:46+00:00","Match Winner","Home","1.57","2022-04-02 14:17:56"
687,735989,"2022-04-02T12:02:46+00:00","Match Winner","Draw","4.33","2022-04-02 14:17:56"
687,735989,"2022-04-02T12:02:46+00:00","Match Winner","Away","4.00","2022-04-02 14:17:56"
688,825330,"2022-04-02T12:02:46+00:00","Match Winner","Home","2.40","2022-04-02 14:17:57"
688,825330,"2022-04-02T12:02:46+00:00","Match Winner","Draw","3.60","2022-04-02 14:17:57"
688,825330,"2022-04-02T12:02:46+00:00","Match Winner","Away","2.40","2022-04-02 14:17:57"
188,811547,"2022-04-02T00:01:37+00:00","Match Winner","Home","1.90","2022-04-02 14:17:58"
188,811547,"2022-04-02T00:01:37+00:00","Match Winner","Draw","3.60","2022-04-02 14:17:58"
188,811547,"2022-04-02T00:01:37+00:00","Match Winner","Away","3.80","2022-04-02 14:17:58"
188,811547,"2022-04-02T00:01:37+00:00","Corners Over Under","Over 10.5","1.83","2022-04-02 14:17:58"
188,811547,"2022-04-02T00:01:37+00:00","Corners Over Under","Under 10.5","1.83","2022-04-02 14:17:58"
188,811527,"2022-04-02T04:01:30+00:00","Match Winner","Home","5.00","2022-04-02 14:17:58"
188,811527,"2022-04-02T04:01:30+00:00","Match Winner","Draw","4.00","2022-04-02 14:17:58"
188,811527,"2022-04-02T04:01:30+00:00","Match Winner","Away","1.65","2022-04-02 14:17:58"
188,811527,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 11.5","2.00","2022-04-02 14:17:58"
188,811527,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 11.5","1.72","2022-04-02 14:17:58"
188,811548,"2022-04-02T08:01:33+00:00","Match Winner","Home","3.20","2022-04-02 14:17:59"
188,811548,"2022-04-02T08:01:33+00:00","Match Winner","Draw","3.80","2022-04-02 14:17:59"
188,811548,"2022-04-02T08:01:33+00:00","Match Winner","Away","2.05","2022-04-02 14:17:59"
188,811548,"2022-04-02T08:01:33+00:00","Corners Over Under","Over 10.5","1.72","2022-04-02 14:17:59"
188,811548,"2022-04-02T08:01:33+00:00","Corners Over Under","Under 10.5","2.00","2022-04-02 14:17:59"
188,811569,"2022-04-02T08:01:33+00:00","Match Winner","Home","1.95","2022-04-02 14:18:00"
188,811569,"2022-04-02T08:01:33+00:00","Match Winner","Draw","3.60","2022-04-02 14:18:00"
188,811569,"2022-04-02T08:01:33+00:00","Match Winner","Away","3.75","2022-04-02 14:18:00"
188,811569,"2022-04-02T08:01:33+00:00","Corners Over Under","Over 11.5","2.10","2022-04-02 14:18:00"
188,811569,"2022-04-02T08:01:33+00:00","Corners Over Under","Under 11.5","1.66","2022-04-02 14:18:00"
481,818106,"2022-04-02T04:01:30+00:00","Match Winner","Home","2.30","2022-04-02 14:18:01"
481,818106,"2022-04-02T04:01:30+00:00","Match Winner","Draw","3.40","2022-04-02 14:18:01"
481,818106,"2022-04-02T04:01:30+00:00","Match Winner","Away","2.55","2022-04-02 14:18:01"
481,818106,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 12.5","2.00","2022-04-02 14:18:01"
481,818106,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 12.5","1.73","2022-04-02 14:18:01"
481,818106,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 12","1.85","2022-04-02 14:18:01"
481,818106,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 12","1.95","2022-04-02 14:18:01"
481,818104,"2022-04-02T00:01:38+00:00","Match Winner","Home","1.22","2022-04-02 14:18:02"
481,818104,"2022-04-02T00:01:38+00:00","Match Winner","Draw","5.50","2022-04-02 14:18:02"
481,818104,"2022-04-02T00:01:38+00:00","Match Winner","Away","8.50","2022-04-02 14:18:02"
481,818104,"2022-04-02T00:01:38+00:00","Corners Over Under","Over 11.5","1.83","2022-04-02 14:18:02"
481,818104,"2022-04-02T00:01:38+00:00","Corners Over Under","Under 11.5","1.98","2022-04-02 14:18:02"
481,818105,"2022-04-02T04:01:31+00:00","Match Winner","Home","4.33","2022-04-02 14:18:03"
481,818105,"2022-04-02T04:01:31+00:00","Match Winner","Draw","4.20","2022-04-02 14:18:03"
481,818105,"2022-04-02T04:01:31+00:00","Match Winner","Away","1.57","2022-04-02 14:18:03"
481,818105,"2022-04-02T04:01:31+00:00","Corners Over Under","Over 11.5","2.00","2022-04-02 14:18:03"
481,818105,"2022-04-02T04:01:31+00:00","Corners Over Under","Under 11.5","1.73","2022-04-02 14:18:03"
481,818105,"2022-04-02T04:01:31+00:00","Corners Over Under","Over 11","1.80","2022-04-02 14:18:03"
481,818105,"2022-04-02T04:01:31+00:00","Corners Over Under","Under 11","2.00","2022-04-02 14:18:03"
482,825579,"2022-04-02T04:02:03+00:00","Match Winner","Home","1.36","2022-04-02 14:18:04"
482,825579,"2022-04-02T04:02:03+00:00","Match Winner","Draw","4.75","2022-04-02 14:18:04"
482,825579,"2022-04-02T04:02:03+00:00","Match Winner","Away","6.00","2022-04-02 14:18:04"
482,825579,"2022-04-02T04:02:03+00:00","Corners Over Under","Over 10.5","1.98","2022-04-02 14:18:04"
482,825579,"2022-04-02T04:02:03+00:00","Corners Over Under","Under 10.5","1.83","2022-04-02 14:18:04"
482,825514,"2022-04-02T08:01:52+00:00","Match Winner","Home","1.67","2022-04-02 14:18:05"
482,825514,"2022-04-02T08:01:52+00:00","Match Winner","Draw","3.75","2022-04-02 14:18:05"
482,825514,"2022-04-02T08:01:52+00:00","Match Winner","Away","4.00","2022-04-02 14:18:05"
482,825514,"2022-04-02T08:01:52+00:00","Corners Over Under","Over 9.5","1.88","2022-04-02 14:18:05"
482,825514,"2022-04-02T08:01:52+00:00","Corners Over Under","Under 9.5","1.93","2022-04-02 14:18:05"
482,825515,"2022-04-02T08:01:52+00:00","Match Winner","Home","6.50","2022-04-02 14:18:06"
482,825515,"2022-04-02T08:01:52+00:00","Match Winner","Draw","5.00","2022-04-02 14:18:06"
482,825515,"2022-04-02T08:01:52+00:00","Match Winner","Away","1.30","2022-04-02 14:18:06"
482,825515,"2022-04-02T08:01:52+00:00","Corners Over Under","Over 9.5","2.10","2022-04-02 14:18:06"
482,825515,"2022-04-02T08:01:52+00:00","Corners Over Under","Under 9.5","1.67","2022-04-02 14:18:06"
482,825515,"2022-04-02T08:01:52+00:00","Corners Over Under","Over 9","1.88","2022-04-02 14:18:06"
482,825515,"2022-04-02T08:01:52+00:00","Corners Over Under","Under 9","1.93","2022-04-02 14:18:06"
482,825516,"2022-04-02T08:01:52+00:00","Match Winner","Home","1.70","2022-04-02 14:18:06"
482,825516,"2022-04-02T08:01:52+00:00","Match Winner","Draw","3.75","2022-04-02 14:18:06"
482,825516,"2022-04-02T08:01:52+00:00","Match Winner","Away","4.00","2022-04-02 14:18:06"
482,825516,"2022-04-02T08:01:52+00:00","Corners Over Under","Over 9.5","1.73","2022-04-02 14:18:06"
482,825516,"2022-04-02T08:01:52+00:00","Corners Over Under","Under 9.5","2.00","2022-04-02 14:18:06"
482,825516,"2022-04-02T08:01:52+00:00","Corners Over Under","Over 10","1.95","2022-04-02 14:18:06"
482,825516,"2022-04-02T08:01:52+00:00","Corners Over Under","Under 10","1.85","2022-04-02 14:18:06"
192,822592,"2022-04-02T04:01:30+00:00","Match Winner","Home","2.05","2022-04-02 14:18:07"
192,822592,"2022-04-02T04:01:30+00:00","Match Winner","Draw","3.50","2022-04-02 14:18:07"
192,822592,"2022-04-02T04:01:30+00:00","Match Winner","Away","3.10","2022-04-02 14:18:07"
192,822592,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 10.5","2.00","2022-04-02 14:18:07"
192,822592,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 10.5","1.80","2022-04-02 14:18:07"
192,822590,"2022-04-02T04:01:30+00:00","Match Winner","Home","1.83","2022-04-02 14:18:08"
192,822590,"2022-04-02T04:01:30+00:00","Match Winner","Draw","4.00","2022-04-02 14:18:08"
192,822590,"2022-04-02T04:01:30+00:00","Match Winner","Away","3.40","2022-04-02 14:18:08"
192,822590,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 10.5","2.00","2022-04-02 14:18:08"
192,822590,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 10.5","1.80","2022-04-02 14:18:08"
192,822593,"2022-04-02T04:01:30+00:00","Match Winner","Home","2.15","2022-04-02 14:18:09"
192,822593,"2022-04-02T04:01:30+00:00","Match Winner","Draw","3.40","2022-04-02 14:18:09"
192,822593,"2022-04-02T04:01:30+00:00","Match Winner","Away","3.00","2022-04-02 14:18:09"
192,822593,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 9.5","1.80","2022-04-02 14:18:09"
192,822593,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 9.5","2.00","2022-04-02 14:18:09"
194,842377,"2022-04-02T04:01:30+00:00","Match Winner","Home","2.45","2022-04-02 14:18:10"
194,842377,"2022-04-02T04:01:30+00:00","Match Winner","Draw","3.40","2022-04-02 14:18:10"
194,842377,"2022-04-02T04:01:30+00:00","Match Winner","Away","2.50","2022-04-02 14:18:10"
194,842377,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 9.5","1.73","2022-04-02 14:18:10"
194,842377,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 9.5","2.00","2022-04-02 14:18:10"
194,842377,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 10","1.95","2022-04-02 14:18:10"
194,842377,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 10","1.85","2022-04-02 14:18:10"
194,842378,"2022-04-02T04:01:30+00:00","Match Winner","Home","1.50","2022-04-02 14:18:10"
194,842378,"2022-04-02T04:01:30+00:00","Match Winner","Draw","4.75","2022-04-02 14:18:10"
194,842378,"2022-04-02T04:01:30+00:00","Match Winner","Away","4.50","2022-04-02 14:18:10"
194,842378,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 9.5","2.10","2022-04-02 14:18:10"
194,842378,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 9.5","1.67","2022-04-02 14:18:10"
194,842378,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 9","1.88","2022-04-02 14:18:10"
194,842378,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 9","1.93","2022-04-02 14:18:10"
194,842379,"2022-04-02T04:01:30+00:00","Match Winner","Home","1.70","2022-04-02 14:18:11"
194,842379,"2022-04-02T04:01:30+00:00","Match Winner","Draw","4.00","2022-04-02 14:18:11"
194,842379,"2022-04-02T04:01:30+00:00","Match Winner","Away","3.80","2022-04-02 14:18:11"
194,842379,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 9.5","2.00","2022-04-02 14:18:11"
194,842379,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 9.5","1.73","2022-04-02 14:18:11"
194,842379,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 9","1.83","2022-04-02 14:18:11"
194,842379,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 9","1.98","2022-04-02 14:18:11"
194,842380,"2022-04-02T04:01:30+00:00","Match Winner","Home","2.10","2022-04-02 14:18:12"
194,842380,"2022-04-02T04:01:30+00:00","Match Winner","Draw","3.60","2022-04-02 14:18:12"
194,842380,"2022-04-02T04:01:30+00:00","Match Winner","Away","3.00","2022-04-02 14:18:12"
194,842380,"2022-04-02T04:01:30+00:00","Corners Over Under","Over 10.5","1.95","2022-04-02 14:18:12"
194,842380,"2022-04-02T04:01:30+00:00","Corners Over Under","Under 10.5","1.85","2022-04-02 14:18:12"
195,820134,"2022-04-02T04:02:03+00:00","Match Winner","Home","1.80","2022-04-02 14:18:13"
195,820134,"2022-04-02T04:02:03+00:00","Match Winner","Draw","3.75","2022-04-02 14:18:13"
195,820134,"2022-04-02T04:02:03+00:00","Match Winner","Away","3.75","2022-04-02 14:18:13"
195,820134,"2022-04-02T04:02:03+00:00","Corners Over Under","Over 10.5","1.83","2022-04-02 14:18:13"
195,820134,"2022-04-02T04:02:03+00:00","Corners Over Under","Under 10.5","1.98","2022-04-02 14:18:13"
195,820135,"2022-04-02T04:02:03+00:00","Match Winner","Home","1.20","2022-04-02 14:18:14"
195,820135,"2022-04-02T04:02:03+00:00","Match Winner","Draw","6.00","2022-04-02 14:18:14"
195,820135,"2022-04-02T04:02:03+00:00","Match Winner","Away","12.00","2022-04-02 14:18:14"
195,820135,"2022-04-02T04:02:03+00:00","Corners Over Under","Over 10.5","1.93","2022-04-02 14:18:14"
195,820135,"2022-04-02T04:02:03+00:00","Corners Over Under","Under 10.5","1.88","2022-04-02 14:18:14"
195,820136,"2022-04-02T04:02:03+00:00","Match Winner","Home","4.33","2022-04-02 14:18:14"
195,820136,"2022-04-02T04:02:03+00:00","Match Winner","Draw","3.60","2022-04-02 14:18:14"
195,820136,"2022-04-02T04:02:03+00:00","Match Winner","Away","1.70","2022-04-02 14:18:14"
195,820136,"2022-04-02T04:02:03+00:00","Corners Over Under","Over 9.5","2.00","2022-04-02 14:18:14"
195,820136,"2022-04-02T04:02:03+00:00","Corners Over Under","Under 9.5","1.80","2022-04-02 14:18:14"
196,847117,"2022-04-02T04:02:03+00:00","Match Winner","Home","3.10","2022-04-02 14:18:15"
196,847117,"2022-04-02T04:02:03+00:00","Match Winner","Draw","3.60","2022-04-02 14:18:15"
196,847117,"2022-04-02T04:02:03+00:00","Match Winner","Away","2.05","2022-04-02 14:18:15"
196,847117,"2022-04-02T04:02:03+00:00","Corners Over Under","Over 10.5","2.00","2022-04-02 14:18:15"
196,847117,"2022-04-02T04:02:03+00:00","Corners Over Under","Under 10.5","1.73","2022-04-02 14:18:15"
196,847117,"2022-04-02T04:02:03+00:00","Corners Over Under","Over 10","1.83","2022-04-02 14:18:15"
196,847117,"2022-04-02T04:02:03+00:00","Corners Over Under","Under 10","1.98","2022-04-02 14:18:15"
196,847118,"2022-04-02T04:02:03+00:00","Match Winner","Home","1.55","2022-04-02 14:18:16"
196,847118,"2022-04-02T04:02:03+00:00","Match Winner","Draw","4.50","2022-04-02 14:18:16"
196,847118,"2022-04-02T04:02:03+00:00","Match Winner","Away","4.33","2022-04-02 14:18:16"
196,847118,"2022-04-02T04:02:03+00:00","Corners Over Under","Over 10.5","1.85","2022-04-02 14:18:16"
196,847118,"2022-04-02T04:02:03+00:00","Corners Over Under","Under 10.5","1.95","2022-04-02 14:18:16"
196,847120,"2022-04-02T04:02:03+00:00","Match Winner","Home","5.00","2022-04-02 14:18:17"
196,847120,"2022-04-02T04:02:03+00:00","Match Winner","Draw","4.33","2022-04-02 14:18:17"
196,847120,"2022-04-02T04:02:03+00:00","Match Winner","Away","1.50","2022-04-02 14:18:17"
196,847120,"2022-04-02T04:02:03+00:00","Corners Over Under","Over 10.5","1.83","2022-04-02 14:18:17"
196,847120,"2022-04-02T04:02:03+00:00","Corners Over Under","Under 10.5","1.98","2022-04-02 14:18:17"
648,847245,"2022-04-02T00:01:39+00:00","Match Winner","Home","12.00","2022-04-02 14:18:18"
648,847245,"2022-04-02T00:01:39+00:00","Match Winner","Draw","8.00","2022-04-02 14:18:18"
648,847245,"2022-04-02T00:01:39+00:00","Match Winner","Away","1.14","2022-04-02 14:18:18"
648,847245,"2022-04-02T00:01:39+00:00","Corners Over Under","Over 12.5","1.88","2022-04-02 14:18:18"
648,847245,"2022-04-02T00:01:39+00:00","Corners Over Under","Under 12.5","1.93","2022-04-02 14:18:18"
648,847246,"2022-04-02T04:01:31+00:00","Match Winner","Home","2.25","2022-04-02 14:18:18"
648,847246,"2022-04-02T04:01:31+00:00","Match Winner","Draw","3.40","2022-04-02 14:18:18"
648,847246,"2022-04-02T04:01:31+00:00","Match Winner","Away","2.70","2022-04-02 14:18:18"
648,847246,"2022-04-02T04:01:31+00:00","Corners Over Under","Over 11.5","1.73","2022-04-02 14:18:18"
648,847246,"2022-04-02T04:01:31+00:00","Corners Over Under","Under 11.5","2.00","2022-04-02 14:18:18"
648,847246,"2022-04-02T04:01:31+00:00","Corners Over Under","Over 12","2.00","2022-04-02 14:18:18"
648,847246,"2022-04-02T04:01:31+00:00","Corners Over Under","Under 12","1.80","2022-04-02 14:18:18"
421,839508,"2022-04-01T16:01:53+00:00","Match Winner","Home","1.36","2022-04-02 14:18:19"
421,839508,"2022-04-01T16:01:53+00:00","Match Winner","Draw","4.33","2022-04-02 14:18:19"
421,839508,"2022-04-01T16:01:53+00:00","Match Winner","Away","6.50","2022-04-02 14:18:19"
315,849875,"2022-04-02T12:03:11+00:00","Match Winner","Home","1.91","2022-04-02 14:18:20"
315,849875,"2022-04-02T12:03:11+00:00","Match Winner","Draw","3.10","2022-04-02 14:18:20"
315,849875,"2022-04-02T12:03:11+00:00","Match Winner","Away","3.80","2022-04-02 14:18:20"
315,849875,"2022-04-02T12:03:11+00:00","Corners Over Under","Over 9.5","2.00","2022-04-02 14:18:20"
315,849875,"2022-04-02T12:03:11+00:00","Corners Over Under","Under 9.5","1.80","2022-04-02 14:18:20"
315,849877,"2022-04-02T12:03:11+00:00","Match Winner","Home","3.75","2022-04-02 14:18:21"
315,849877,"2022-04-02T12:03:11+00:00","Match Winner","Draw","3.60","2022-04-02 14:18:21"
315,849877,"2022-04-02T12:03:11+00:00","Match Winner","Away","1.75","2022-04-02 14:18:21"
315,849879,"2022-04-02T12:03:11+00:00","Match Winner","Home","5.75","2022-04-02 14:18:22"
315,849879,"2022-04-02T12:03:11+00:00","Match Winner","Draw","4.00","2022-04-02 14:18:22"
315,849879,"2022-04-02T12:03:11+00:00","Match Winner","Away","1.45","2022-04-02 14:18:22"
315,849879,"2022-04-02T12:03:11+00:00","Corners Over Under","Over 10.5","2.10","2022-04-02 14:18:22"
315,849879,"2022-04-02T12:03:11+00:00","Corners Over Under","Under 10.5","1.67","2022-04-02 14:18:22"
315,849879,"2022-04-02T12:03:11+00:00","Corners Over Under","Over 10","1.90","2022-04-02 14:18:22"
315,849879,"2022-04-02T12:03:11+00:00","Corners Over Under","Under 10","1.90","2022-04-02 14:18:22"
315,849878,"2022-04-02T12:03:11+00:00","Match Winner","Home","1.50","2022-04-02 14:18:23"
315,849878,"2022-04-02T12:03:11+00:00","Match Winner","Draw","3.75","2022-04-02 14:18:23"
315,849878,"2022-04-02T12:03:11+00:00","Match Winner","Away","5.50","2022-04-02 14:18:23"
315,849878,"2022-04-02T12:03:11+00:00","Corners Over Under","Over 9.5","2.10","2022-04-02 14:18:23"
315,849878,"2022-04-02T12:03:11+00:00","Corners Over Under","Under 9.5","1.67","2022-04-02 14:18:23"
315,849878,"2022-04-02T12:03:11+00:00","Corners Over Under","Over 9","1.88","2022-04-02 14:18:23"
315,849878,"2022-04-02T12:03:11+00:00","Corners Over Under","Under 9","1.93","2022-04-02 14:18:23"
317,843492,"2022-04-02T12:04:38+00:00","Match Winner","Home","2.10","2022-04-02 14:18:24"
317,843492,"2022-04-02T12:04:38+00:00","Match Winner","Draw","3.20","2022-04-02 14:18:24"
317,843492,"2022-04-02T12:04:38+00:00","Match Winner","Away","3.10","2022-04-02 14:18:24"
144,710331,"2022-04-02T12:04:35+00:00","Match Winner","Home","3.50","2022-04-02 14:18:25"
144,710331,"2022-04-02T12:04:35+00:00","Match Winner","Draw","3.20","2022-04-02 14:18:25"
144,710331,"2022-04-02T12:04:35+00:00","Match Winner","Away","2.20","2022-04-02 14:18:25"
144,710331,"2022-04-02T12:04:35+00:00","Corners Over Under","Over 9.5","1.72","2022-04-02 14:18:25"
144,710331,"2022-04-02T12:04:35+00:00","Corners Over Under","Under 9.5","2.00","2022-04-02 14:18:25"
144,710332,"2022-04-02T12:04:35+00:00","Match Winner","Home","1.50","2022-04-02 14:18:27"
